,original_text,disfluent_text,binary_label,token_tags
243,"容易搞错，因为它是八七年开始在美国大片上演的，在过去的一两年里面美国都没有做过这种碟片的制作，所以引起我们很多人的对它的不满，一直要求他做碟片。
","容容容易就是搞错呢，就是因为它是它是八七年开始始美在美国大片上演的，在在过去的一两年里面一两年里面都没有上呃就是就没有美国都没有做过大做过这种碟片的制作，所以引引起呢我们很多人的对它的不满，一直要求他做做碟片。
",D,"['F', 'D', 'D', 'F', 'D', 'D', 'F', 'F', 'D', 'F', 'D', 'D', 'F', 'F', 'F', 'F', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F']"
244,"现在最近刚刚出来了四张碟，四张带花絮的碟片比较精彩，虽然是老片，我连续几天看的时候都蛮蛮激动的。
","就是现就是现在最近刚刚出来了四张碟啊，四张就是带花絮的碟片比比较精彩，虽然是老片，我连续几天看的时候都蛮蛮激动的。
",D,"['D', 'D', 'F', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
245,"它的内容就是以斯皮尔博格导演和杰克露克丝导演两位导演制作的，比较令人兴奋，也很不错。
","它的内容就就是以斯皮尔博格导演啊和杰克露克丝导演两位导演制作的，应该说比较令人兴奋吧，也很很不错。
",D,"['F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F']"
246,"我是一个供电所的职工，我从事的是抄表工作。
","我是一个供电所的职工，我从事的是抄表工作。
",F,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
247,"抄表很累，夏天满身大汗，冬天手冻的都要发僵，但这也不是最累的，最累的是收费。
","呃，抄表呢很累，夏天呢满身大汗，冬天呢手冻的都要发僵，但这也不是最累的，最累的呢是收费。
",D,"['D', 'D', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F']"
248,"现在，因为社会上下岗、待岗的人很多，对水、电煤的费用都不付，但是供电所必须要收回他投资出去的钱电费。
","现在呢，因为社会上下岗、待岗的人很多，对水水、电煤的费用呢都不付，但是供电所呢必须要收回他投资出去的钱就是电费。
",D,"['F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'F', 'F', 'F', 'F']"
249,"今天我碰到一件事情，我上门催了一家电费。
","现在呢今天呢我碰到一件事情，我上门呢我上门呢催了一家电费。
",D,"['D', 'D', 'D', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
250,"那是个女同志，我问她你九月份的电费你付过没有，一百八十七块五毛。
","那是个女同志，我问她你九月份的电费你付过没有，一百八十七块五毛。
",F,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
251,"她说我付过了，我说你把凭证拿出来给我看一下，她一会又说不是我付的，是我老公付的。
","她说我付过了，我说你把凭证拿出来给我看一下，她一会呢又说不是我付的，是我老公付的。
",D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
252,"我吃不准，我说你老公付的，你现在拿的出凭证吗？
","好啦，我吃不准，我说你老公付的，你现在拿的出凭证吗？
",D,"['D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
253,"她说凭证在我老公手里，我说你老公什么时候下班？
","她说凭证在我老公手里，我说你老公什么时候下班？
",F,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
254,"她说要晚上五点钟左右。
","她说要晚上五点钟左右。
",F,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
255,"那时是两点钟左右，我说我等你。
","那时那时呢是两点钟左右，我说我等你吧。
",D,"['F', 'F', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F']"
256,"她说你等起，我说等得起。
","她说你等起吗，我说等得起呀。
",D,"['F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F']"
257,"因为东西一定要看到凭证以后我们才可以回去交差。
","因为因为呢这个东西呢一定要看到凭证以后我们才可以回去交差。
",D,"['F', 'F', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
258,"去收费去了。
","去收费去了。
",F,"['F', 'F', 'F', 'F', 'F', 'F', 'F']"
259,"到了四点四十五分左右，我又到她家里去敲门了，女的开门了。
","到了四点四十五分左右，我又到她家里去敲门了，女的女的开门了。
",D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'F', 'F', 'F', 'F', 'F']"
260,"我说你老公回来没有，她说回来了，她老公出来了，我问他先生你九月份的电费一百八十七块五毛你付掉了没有，他说付过了。
","我说你老公回来没有，她说回来了，老公呢出她老公呢出来了，我问他先生你九月份的一个电费一百八十七块五毛你付掉了没有，他说付过了。
",D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
261,"我说你付过了，请把凭证给我看一下，我可以回去交差，他说看什么看。
","我说你付过了，请把凭证给我看一下，我可以回去交差，他说看什么看。
",F,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
262,"当时我心里也很火，我说问你看凭证，这是应该的，后来他说我付与不付和你没关系。
","当时呢我心里也很火，我说问你看凭证，这是应该的，后来呢他说我付与不付和你没关系。
",D,"['F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
263,"我说你错了，因为我们是供电所的职工，必须要看到凭证以后或者副印件带回去，我们可以向领导交差。
","我说你错了，因为我们是供电所的职工，必须要看到凭证以后或者副印件带回去，我们可以向领导交差啦。
",D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F']"
264,"我说您今天拿不出凭证的或者不付费的，我就要按照中华人民共和国电力法第三十七款第二条之规定明天中午十二点要对你家实施停电的。
","我说您今天拿不出凭证的或者不付费的，那我就要按照中华人民共和国电力法第三十七款第二条之规定明天中午十二点要对你家实施停电的。
",D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
265,"他说你敢停电，我把你的手都剁掉。
","他说你敢你敢停电，我把把你的手都剁掉。
",D,"['F', 'F', 'F', 'F', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
266,"我说好，我就当场就发出停电通知书交给他老婆了，老婆看到书了以后也不想蒙混过关。
","我说好哇，那我就当场就发出停电通知书交给他老婆了，老婆看到这个书了以后呢也不想蒙混过关啦。
",D,"['F', 'F', 'F', 'D', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F']"
267,"我想了想，我就走，走到楼梯转一个弯，她老婆就把门一开就追下来了。
","我想了想，我就走啦，走到楼梯转一个弯，她老婆就把门一开就追下来了。
",D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
268,"她说先生，你等一下。
","她说哎哎先生先生，你等一下等一下。
",D,"['F', 'F', 'D', 'D', 'F', 'F', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'F', 'F']"
269,"我说，你干嘛？
","我说，你干嘛？
",F,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
270,"她说钱我付掉了。
","她说这个钱呢我付掉了。
",D,"['F', 'F', 'D', 'D', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F']"
271,"我说上海人太差劲了。
","我说这个就太上海人叫太差劲了吧。
",D,"['F', 'F', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'D', 'F', 'F']"
272,"她说，不是。
","她说，不是不是。
",D,"['F', 'F', 'F', 'F', 'F', 'D', 'D', 'F', 'F']"
273,"后来我又到里屋去问了一下，因为他们夫妻两个关系不好，男的推女的付，女的推男的付，所以就把这笔费用一直拖到现在。
","后来呢我又到里屋去问了一下，因为他们夫妻两个呢关系不好，男的推女的付，女的推男的付，所以呢就把这个这笔费用呢就一直拖到现在。
",D,"['F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'D', 'D', 'F', 'F', 'F', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
274,"上海的天气最近不是特别好。
","恩上海的天气呢最近不是特别好。
",D,"['D', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
275,"跟我们小时候比差别还是非常大，以前上海没有这么热。
","恩，跟我们小时候比呢这个差别还是非常大，以前上海没有这么热。
",D,"['D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
276,"我记得小时候到夏天，也没有空调，也没有电扇，拿个小椅子在外面坐坐就可以。
","我记得小时候到夏天的时候，乘凉恩也没有空调，也没有电扇，就是拿个小椅子在外面坐坐就可以啦。
",D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'F', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F']"
277,"最热的时候也就是坐的比较晚一些，有时候坐到十点多都经常会有。
","呃，最热的时候也就是坐的比较晚一些而已，恩，有时候坐到十一点啊坐到恩十点多啊都都经常会有。
",D,"['D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'F', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'D', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F']"
278,"现在好像上海夏天特别热，热的没有空调几乎就没有办法过日子。
","恩，现在好像上海夏天特别热，热的没有这个空调几乎就没有办法过日子。
",D,"['D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
279,"今年上海天气特别热，几乎是天天呆在空调间里面。
","今年上海天气特别热，呃放暑假的时候几乎是天天呆在空调间里面。
",D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
280,"往年，热也就是一两天开空调，到现在是空调白天不开就不行。
","往年，热嘛也就是一两天开开空调，到现在是呃没有空调啊这个几乎啊就白天不开就不行啦。
",D,"['F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'F', 'F', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F']"
281,"冬天也不冷，过去冬天总要穿羽绒服，但是我记得好像有两三年，羽绒服锁在箱子里一直没有用过。
","现在冬天呢也也不冷，过去恩羽到冬天总要穿羽绒服吧，恩，但是我记得好像有两三年啦，这羽绒服一直锁在箱子里一直没有用过。
",D,"['D', 'D', 'F', 'F', 'D', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'D', 'F', 'F', 'F', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
282,"以前冬天还有人穿皮衣服，但现在好像也没人穿。
","以前冬天还有人穿皮衣服的，但现在好像也没什么人穿啦。
",D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'F', 'F', 'D', 'F', 'F']"
283,"上海以前还开过一个最大的皮货商店叫皮大王，但是现在这个店也关，皮衣服也没人穿。
","上海以前在南京路上还开过一个最大的皮货商店叫皮大王，但是现在这个店也关啦，呃，皮衣服也没人穿啦。
",D,"['F', 'F', 'F', 'F', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F']"
284,"我记得有一年冬天，上海最冷的时候好像达到过零下十几度，现在有一件毛衣大概一个冬天就能对付，当然偶尔有一两天比较冷一点还是会有的。
","呃，我记得有一年冬天，上海最冷的时候好像达到过零下十几度，现在有一件毛衣大概一个冬天就能对付啦，当然偶尔有一两天比较冷一点还是会有的。
",D,"['D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
285,"下雨，现在也是比较多一点，过去好像雨季没有现在这么长。
","呃，这个下雨呢，现在也是比较多一点，过去好像恩雨季没有现在这么长。
",D,"['D', 'D', 'D', 'D', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
286,"雨量也没有现在这么大。
","恩，这个雨量呢也没有现在这么大。
",D,"['D', 'D', 'D', 'D', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
287,"只是夏天的时候台风少了，夏天的雨不如以前的多。
","只是冬呃夏天的时候这个台风少了，夏天的雨不如以前的多。
",D,"['F', 'F', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
288,"我记得上海过去的时候大概一年总要有五六个台风，所以夏天也不算是特别热。
","我记得上海过去的时候大概一年总要有五六个台风吧，所以夏天也不算是特别热。
",D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
289,"老人曾经说过，一般上海就热三天就凉，冷三天又热，但是现在好像已经没有这个规律了。
","老人曾经说过，就是说一般上海就热三天就凉啦，冷三天又热啦，但是现在好像已经没有这个规律了。
",D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
290,"今年夏天热了有超过三十五度以上的有三十几天。
","今年整个夏天呃热了有超过三十五度以上的有恩三十几天吧。
",D,"['F', 'F', 'D', 'D', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'D', 'F', 'F']"
291,"最近我碰上了生活上的一桩琐事，我妈生病住院了一个月左右，我自己陪了九天九夜。
","最近我碰上了生活上的一桩琐事，我妈生病住院了一个月左右，我自己陪了九天九夜。
",F,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
292,"我妈的病三岔神经痛，她的面部痛的时候吃饭也不能吃，睡觉也不能睡。
","我妈的病呢神经三岔神经痛，她的面部痛的时候呢平时吃饭也不能吃，睡觉也不能睡。
",D,"['F', 'F', 'F', 'F', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
293,"她今年已经七十六岁，在跟疾病做斗争她已经整整斗争了九年，在没有办法的办法，想的只有面对疾病去动手术，这手术时间也挺长，一共用了六小时三刻钟。
","她今年已经七十六岁，在跟疾病做斗争呢她已已经整整斗争了九年，在没有办法的办法，想的只有面对疾病去动手术，然后这手术呢时间也挺长，一共用了六小时三刻钟。
",D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
294,"在我陪妈在住院的时候，在病房里看见各种各样的病人，由于各病人的体质心情都不同，有的跟疾病做了顽强的斗争，有的是年弱认输的。
","在我陪妈在住院的时候呢，在病房里呢看见各种各样的病人，由于各病人的体质心情都不同，有的跟疾病做了顽强的斗争，有的是年弱认输的。
",D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
295,"怕的要死，而大多数的病人都勇敢的面对疾病。
","怕的要死，而大多数的病人呢都勇敢的面对疾病。
",D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
296,"面对着跟死亡做斗争的时候我妈也是这样，她七十六岁的这样的年纪在跟疾病的斗争中，她顽强的不断的战胜疾病。
","面对着跟死亡做斗争的时候我妈也是这样，她七十六岁的这样的年纪在跟疾病的斗争中呢，她顽强的不断的战胜疾病。
",D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
297,"她动手术以后血压挺高，上面是二百零五，下面是一百十。
","她动手术以后呢血压挺高，上面是二百零五，下面是一百十。
",D,"['F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
298,"医生也挺慌张，因为这么大的年纪，她的血压这样高，而且时间段这么高，也有可能随时能产生脑淤血，在这个时候，他们因为是神经外科对高血压科了解的不多，就请高血压科来会了两次诊，换了不同的药，用药把高血压完全打下去。
","医生也挺慌张，因为这么大的年纪呢，她的血压这样高呢，而且时间段呢这么高呢，也有可能产生脑脑淤血随时能产生脑淤血，在这个时时候呢，他们因为是神经外科对高血压科呢了解的不多呢，就请高血压科来会诊会了两次诊，换了不同的药，然后用药把高血压呢完全打下去。
",D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
299,"现在的工作很难说，我们出去谈生意很难。
","现在的工作啊很难说啦，就是我们出去谈生意呀很难。
",D,"['F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'D', 'F', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F']"
300,"为什么？
","为什么呢？
",D,"['F', 'F', 'F', 'D', 'F', 'F']"
