,original_text,disfluent_text,binary_label,token_tags
907,What was Tower District known for before the renewal?,What was Fresno's Olive Avenue no Tower District known for before the renewal?,D,"['F', 'F', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
908,The Bell System was created by who?,The Bell System fortified no was created by who?,D,"['F', 'F', 'F', 'D', 'D', 'F', 'F', 'F', 'F', 'F']"
909,When had the plague reached Alexandria?,When had the plague reached Antioch no sorry Alexandria?,D,"['F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'F', 'F']"
910,What movements pursued a more radical direction?,Which or rather what movements pursued a more radical direction?,D,"['D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
911,In what year did Pearson Friedman donate $300 million to the Booth School of Business?,In what year did did the Milton Friedman Institute oops Pearson Friedman donate $300 million to the Booth School of Business?,D,"['F', 'F', 'F', 'F', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
912,When did Great Britain lose its colonies in North America?,"When did Great Britain lose its colonies in the Pacific, uh sorry, in North America?",D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F']"
913,How were leaders back in Europe feeling about news from Celeron expedition?,How did Celeron feel about Native relations oh wait how were leaders back in Europe feeling about news from Celeron expedition?,D,"['F', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
914,What area was Kublai trying to capture by attacking Xiangyang?,What did Kublai attack Xiangyang or rather area was Kublai trying to capture by attacking Xiangyang?,D,"['F', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
915,What became compulsory in Massachusetts in 1976?,What became compulsory in Massachusetts in 1923 er uh 1976?,D,"['F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'F', 'F']"
916,What is it estimated that about half of all variation in homicide rates can be accounted for by?,How is it or rather what is it estimated that about half of all variation in homicide rates can be accounted for by?,D,"['D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
917,How are the rates of social goods in countries with lower inequality?,What nationality uh how are the rates of social goods in countries with lower inequality?,D,"['D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
918,Health problems were lower in places with higher levels of what?,How are uh instead what health problems were lower in places with higher levels of what?,D,"['D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
919,Who masterminded many terror attacks?,How did no Who masterminded many terror attacks?,D,"['D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F']"
920,What uprising began in 1351?,What uprising began in 1354 sorry 1351?,D,"['F', 'F', 'F', 'F', 'D', 'D', 'F', 'F']"
921,What is the translation of Oude Maas?,Which is no that should be what is the translation of Oude Maas?,D,"['D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
922,Iqbal worried that India's mostly Hindu population would not do what to Muslim heritage and culture?,Iqbal did not think of or actually I meant they worried that India's mostly Hindu population would not do what to Muslim heritage and culture?,D,"['F', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
923,Data from physical experiments can be extrapolated to the field to understand what processes?,How no first tell me data from physical experiments can be extrapolated to the field to understand what processes?,D,"['D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
924,The Bank of America Tower was previously known as what?,The Riverplace Tower or uh sorry Bank of America Tower was previously known as what?,D,"['F', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
925,Hormones released during sleep support the interaction of T-cells and what species?,Hormones released during sleep support the interaction of T-cells and which or rather what species?,D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'F', 'F', 'F']"
926,What Senate committee did Singer speak to in July 2000?,"What Senate committee did Singer speak to in May, nope, July 2000?",D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'D', 'F', 'F', 'F']"
927,Who runs the Sonderungsverbot?,"Who runs the Ersatzschulen, sorry the Sonderungsverbot?",D,"['F', 'F', 'F', 'D', 'D', 'D', 'D', 'F', 'F']"
928,When was the construction that changed the Rhine's Delta?,What time period or rather when was the construction that changed the Rhine's Delta?,D,"['D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
929,What rituals did Kublai follow to help his image?,What city later became Beijing no no tell me what rituals did Kublai follow to help his image?,D,"['F', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
930,When didn't Washington learn about Trent's retreat?,What weren't er when didn't Washington learn about Trent's retreat?,D,"['D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
931,What does being conscientious toward the law lead to?,How does or no make that what does being conscientious toward the law lead to?,D,"['D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
932,What events are often associated with volcanism and igneous activity?,What events are often associated with topographic gradients sorry let me rephrase events  associated with volcanism and igneous activity?,D,"['F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F']"
933,Where does Khomeini's beliefs fall as compared to Mawdudi and Qutb?,Where does Sunni uh no Khomeini's beliefs fall as compared to Mawdudi and Qutb?,D,"['F', 'F', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
934,What was the US Air Force interested in?,What was the RAND no the US Air Force interested in?,D,"['F', 'F', 'F', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F']"
935,What South African Vice Consul did Harvard students blockade the speech of?,Who was no actually tell me what South African Vice Consul did Harvard students blockade the speech of?,D,"['D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
936,What did the Zuider Zee brackish lagoon change into?,What did the river IJssel er instead Zuider Zee brackish lagoon change into?,D,"['F', 'F', 'F', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
937,What is colonialism's antithesis?,What is imperialism or uh I mean colonialism's antithesis?,D,"['F', 'F', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F']"
938,What problems did the Yuan dynasty have near its beginning?,What problems did the Yuan dynasty have near its end no rather beginning?,D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'F', 'F']"
939,What type of theater do the neighborhoods feature?,"What type of theater do towns, or no, the neighborhoods feature?",D,"['F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F']"
940,What is the region called that is the largest conurbation of the Rhine?,"What is the region called that is the largest conurbation of the Lippe, make that Rhine?",D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'D', 'F', 'F']"
941,Who first proved Bertrand's postulate?,Who first proved Chebyshe or actually that was Bertrand's postulate?,D,"['F', 'F', 'F', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F']"
942,Pattern recognition receptors recognize components present in broad groups of what?,Pattern recognition receptors recognize innate immune no components present in broad groups of what?,D,"['F', 'F', 'F', 'F', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
943,One of FIS' agenda items was to force women to start doing what?,What does the acronym FIS no one of FIS' agenda items was to force women to start doing what?,D,"['D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
944,What is not a cause of tumor antigens?,What is not a cause of immune surveillance no tumor antigens?,D,"['F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'F', 'F', 'F']"
945,What instrument is used to perform analogy and numerical experiments?,What instrument is used to orient or rather perform analogy and numerical experiments?,D,"['F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F']"
946,What is the name of one type of modern algorithm test?,What is the name of one type of modern probability division uh I mean algorithm test?,D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F']"
947,How many troops were victorious for British in BAttle of Carillon?,How many allies no um troops were victorious for British in BAttle of Carillon?,D,"['F', 'F', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
948,When did the colonization of India occur?,European imperialism dagnabbit when did the colonization of India occur?,D,"['D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
949,What was the Justinian plague epidemic called?,"What was the Great Pestilence, or actually the Justinian plague, epidemic called?",D,"['F', 'F', 'F', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'D', 'F', 'F', 'F']"
950,When were the Alps formed?,"When were the Baltics ugh what are words, Alps formed?",D,"['F', 'F', 'F', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F']"
951,What are some conditions that make the availability of skilled tradespeople vary?,What are some construction no um conditions that make the availability of skilled tradespeople vary?,D,"['F', 'F', 'F', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
952,"Along with 7 fraternities, how many sororities does the U of C have?","Along with 8 sorry no 7 fraternities, how many sororities does the U of C have?",D,"['F', 'F', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
953,When was Europe's last major epidemic?,When was Spain or rather Europe's last major epidemic?,D,"['F', 'F', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F']"
954,What do increased hormone levels cause in aging adults?,What do increased immune system sorry hormone levels cause in aging adults?,D,"['F', 'F', 'F', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
955,Who founded the Muslim Brotherhood?,Who believed in the necessity of government rule based on Shariah law no forget that and tell me who founded the Muslim Brotherhood?,D,"['F', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F']"
956,How high do plague fevers run?,When no sorry how high do plague fevers run?,D,"['D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
957,How are the particle forces and accelerations explained as by gauge bosons exchange?,How are the fundamental interactions no the particle forces and accelerations explained as by gauge bosons exchange?,D,"['F', 'F', 'F', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
958,How many parts does the consideration of a bill in Stage 3 have?,How many stages no um parts does the consideration of a bill in Stage 3 have?,D,"['F', 'F', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
959,Where does the IJssel and Nederrijn redistribute into?,How oh I mean where does the IJssel and Nederrijn redistribute into?,D,"['D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
960,"The term imperialism has been applied to western countries, and which eastern county?","The term imperialism has been applied to southern no western countries, and which eastern county?",D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
961,When was Montreal captured?,What time or better when was Montreal captured?,D,"['D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F']"
962,What formation was created because the erosion ceased?,How many or rather what formation was created because the erosion ceased?,D,"['D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
963,How would one create an empire by means of non-Imperialism?,How would one create an empire by means of Colonialism no sorry non-Imperialism?,D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'F', 'F']"
964,Health problems were higher in places with higher levels of what?,How are no Health problems were higher in places with higher levels of what?,D,"['D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
965,What Governor wasn't in charge of New France died in 1752?,"What Governor wasn't in charge of the Ohio territories, no not that; of New France, died in 1752?",D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'D', 'F', 'F', 'F', 'F']"
966,Where did support from governmental and religious groups come from?,Thousands of madrasahs or uh where did support from governmental and religious groups come from?,D,"['D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
967,Who allied in the French and Indian war?,Who allied in the Great Britain no French and Indian war?,D,"['F', 'F', 'F', 'F', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F']"
968,What style were the mass constructed Palace blocks designed in?,Which rather what style were the mass constructed Palace blocks designed in?,D,"['D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
969,How did the 2001 IPCC report compare to reality on temperature levels?,How did the 2001 IPCC report compare to reality on sea levels no not sea levels but to temperature levels?,D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F']"
970,The design team is most commonly employed by who?,The design team is most commonly assembled by no sorry employed by who?,D,"['F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F']"
971,When did violence end in war?,How did er uh when did violence end in war?,D,"['D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
972,"In modern times, firms may offer themselves as what for a construction project?","In present umm actually in modern times, firms may offer themselves as what for a construction project?",D,"['F', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
973,Thousands of madrasahs spawned what organization?,Thousands of madrasahs spawned what place wait organization?,D,"['F', 'F', 'F', 'F', 'F', 'D', 'D', 'F', 'F']"
974,The Hungarians performed this civil disobedience under the direction of what person?,The Austrian I mean the Hungarians performed this civil disobedience under the direction of what person?,D,"['F', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
975,Who has the responsibility for publishing materials?,Who has the responsibility for coordinating or um publishing materials?,D,"['F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'F', 'F', 'F']"
976,When was the Central Pacific Railroad founded?,When was the Southern Pacific or no make that Central Pacific Railroad founded?,D,"['F', 'F', 'F', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F']"
977,MHC antigens on normal body cells are recognized by what receptor on NK cells?,MHC antigens on normal body cells are recognized by what receptor on KIR or I think they're called NK cells?,D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F']"
978,"Besides viniculture, what is the other dominate economic sector in the middle rhine?","Besides viniculture, what is the other epitome no the other dominate economic sector in the middle rhine?",D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
979,How high is the highest point in Warsaw?,How high is the highest point in Poland or no make that in Warsaw?,D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F']"
980,What country no longer uses the Bowl of Hygieia as a symbol of pharmacy?,What country no longer uses the logo or uh the Bowl of Hygieia as a symbol of pharmacy?,D,"['F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
981,In what interval are some of the greatest primes without a distinct digit discovered in?,In what interval are some of the greatest primes without one type of computing method oops a distinct digit discovered in?,D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F']"
982,What happens when all parts of a plant become infected?,What cells er what happens when all parts of a plant become infected?,D,"['F', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
983,What is included in the data in connectionless mode?,What is included in the data in transport layer protocol no connectionless mode?,D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'D', 'F', 'F', 'F']"
984,In what year was the school renamed as Harvard College?,When was no in what year was the school renamed as Harvard College?,D,"['D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
985,What video game series did Alex Seropian make?,"What video game series did Philip Glass, no no I meant, Alex Seropian make?",D,"['F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F']"
986,What aren't the Siouan-speaking tribes?,What aren't the British no the Siouan-speaking tribes?,D,"['F', 'F', 'F', 'F', 'D', 'D', 'D', 'F', 'F', 'F']"
987,What are the lithosphere and asthenosphere called when coupled together?,How are the no wait what are the lithosphere and asthenosphere called when coupled together?,D,"['D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
988,Where has the official home of the Scottish Parliament been since 2004?,"Where has the official home of Tony Kettle, oh not that uh, the Scottish Parliament been since 2004?",D,"['F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
989,How much of Europe's population was Jewish?,How much of Warsaw no no Europe's population was Jewish?,D,"['F', 'F', 'F', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F']"
990,How do platyctenids reproduce?,How do Ocryopsis er uh platyctenids reproduce?,D,"['F', 'F', 'D', 'D', 'D', 'F', 'F', 'F']"
991,what do conquering people take away from native populations?,"How would one, sorry, what do conquering people take away from native populations?",D,"['D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
992,Why does Oxfam and Credit Suisse believe their findings are being accepted?,Why does the Los Angeles no the Oxfam and Credit Suisse believe their findings are being accepted?,D,"['F', 'F', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
993,What typically involves mass production of similar items without a designated purchaser?,"How much, uhh, what typically involves mass production of similar items without a designated purchaser?",D,"['D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
994,What do ctenophore use to capture their prey?,What do bilaterians oops no ctenophore use to capture their prey?,D,"['F', 'F', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
995,Who does Cambridge say the expansion will benefit?,Who does Harvard er uh Cambridge say the expansion will benefit?,D,"['F', 'F', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
996,When did Temur rule?,When did the Duan no Temur rule?,D,"['F', 'F', 'D', 'D', 'D', 'F', 'F', 'F']"
997,Where is the lowest point of Warsaw located?,What is the no rather where is the lowest point of Warsaw located?,D,"['D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
998,Higher rates of health and social problems are just two of examples of effects from what?,Higher rates of health and social problems consume capital no are just two of examples of effects from what?,D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
999,What procedures can lower the injury rate among construction workers in the EU?,What procedures can lower the injury rate among construction workers in the United States no the EU?,D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'D', 'F', 'F']"
1000,How many auricles do plankton have?,How many tentacles no auricles do plankton have?,D,"['F', 'F', 'D', 'D', 'F', 'F', 'F', 'F', 'F']"
1001,What shape are some of the buildings in the Parliament complex?,"What shape are some of the skylights, no, buildings in the Parliament complex?",D,"['F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F']"
1002,Granting what status would allow private non-religious schools in the US to receive public funds?,Granting what control or uh status would allow private non-religious schools in the US to receive public funds?,D,"['F', 'F', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
1003,What is one reason a labour problem happens and can't be funded?,Where is or make that what is one reason a labour problem happens and can't be funded?,D,"['D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
1004,What DNA astronaut is also a U of C alumni?,What prominent contributor no DNA astronaut is also a U of C alumni?,D,"['F', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
1005,What archdiocese is Market Square the seat of?,Which or no make that what archdiocese is Market Square the seat of?,D,"['D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
1006,"In between French and British, what groups never controlled land?","In between French and British, what tribes uh rather groups never controlled land?",D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F']"
1007,In what year did a tropical storm cause a four day loss of power to Jacksonville?,In what year did a tropical storm cause a five I mean four day loss of power to Jacksonville?,D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
1008,What is unable to evade the immune system?,Who umm I mean what is unable to evade the immune system?,D,"['D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
1009,What type of scientist is Norman Cantor?,What type of scientist is Scott er rather Norman Cantor?,D,"['F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'F', 'F', 'F']"
1010,What has the United Nations not claimed ISIL to be?,What has the United Nations claimed no sorry wait not claimed ISIL to be?,D,"['F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F']"
1011,"What do bathyctena chuni, euplokamis stationis and eurhamphaea vexilligera have in common?","Are most ctenophores, uh what do bathyctena chuni, euplokamis stationis and eurhamphaea vexilligera have in common?",D,"['D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
1012,During who's tenure was the University of Chicago Hospitals system destroyed?,During what year uh who's tenure was the University of Chicago Hospitals system destroyed?,D,"['F', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
1013,"What is the principle that states that with sedimentary rocks, inclusions must be older than the formation that contains them?","What is the matrix no nevermind I want to know the principle that states that with sedimentary rocks, inclusions must be older than the formation that contains them?",D,"['F', 'F', 'F', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
1014,The Yuan was the first time all of China was ruled by whom?,The non-native Chinese no the Yuan was the first time all of China was ruled by whom?,D,"['F', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
1015,What does lack of education lead directly to?,How what does lack of education lead indirectly no directly to?,D,"['D', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'F', 'F', 'F']"
1016,Who predicted the existence of many other planets?,Who came up with the theory of relativity or rather who predicted the existence of many other planets?,D,"['F', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
1017,How quickly can fish larvae grow?,How did fish larvae accidentally get introduced into the two bodies of water no no just tell me how quickly can fish larvae grow?,D,"['F', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F']"
1018,How many Frenchman won Battle of Carillon?,How many Native American er instead Frenchman won Battle of Carillon?,D,"['F', 'F', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F']"
1019,In what year did Alpha Phi Omega estimate that about 10% of students participated in sororities/fraternities?,When did no in what year did Alpha Phi Omega estimate that about 10% of students participated in sororities/fraternities?,D,"['D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
1020,What is operated by Academic Colleges Group in Wanganui?,What is operated by the King's College no the Academic Colleges Group in Wanganui?,D,"['F', 'F', 'F', 'F', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F']"
1021,What is the most complex way to avoid the adaptive immune system?,"What is the most complex process, no, rather way to avoid the adaptive immune system?",D,"['F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
1022,Which country besides the Cuba did the United states try to annex in 1898?,Which country besides the Cuba did the United states try to support no rather annex in 1898?,D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'F', 'F', 'F', 'F']"
1023,What scale does trade liberalization shift economic inequality from?,What scale does trade economist no rather liberalization shift economic inequality from?,D,"['F', 'F', 'F', 'F', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F']"
1024,Where is the Rhine Bridge?,Where is the Ludendorff no the Rhine Bridge?,D,"['F', 'F', 'F', 'D', 'D', 'D', 'F', 'F', 'F']"
1025,In what month does the Harvard Crimson men's ice hockey team play?,In what body er instead in what month does the Harvard Crimson men's ice hockey team play?,D,"['F', 'F', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
1026,What book was Iqbal's eight English lectures published as?,What year sorry what book was Iqbal's eight English lectures published as?,D,"['F', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
